customer_id,age,tenure_months,contract_type,payment_method,paperless_billing,international_plan,avg_monthly_gb,support_tickets_6m,outages_3m,late_payments_12m,app_sessions_30d,add_ons,monthly_charges,total_charges,churn
C103411,36,72,month-to-month,bank-transfer,yes,no,25.22,1,1,0,16,1,78.65,5672.46,0
C103412,18,16,one-year,bank-transfer,no,no,14.81,0,0,0,16,1,68.54,1126.99,0
C103413,25,6,month-to-month,electronic-check,yes,no,16.0,1,0,0,9,2,79.36,646.47,1
C103414,57,43,one-year,bank-transfer,yes,no,52.48,0,0,1,20,1,57.53,2514.46,0
C103415,49,30,month-to-month,electronic-check,yes,no,23.69,0,0,0,15,1,73.7,2262.67,0
C103416,55,44,month-to-month,mailed-check,yes,yes,31.17,0,2,1,12,1,51.1,2321.18,0
C103417,56,63,month-to-month,electronic-check,yes,no,23.39,1,0,1,15,0,63.8,4045.95,0
C103418,47,7,month-to-month,bank-transfer,yes,no,5.92,0,0,1,16,0,77.62,642.35,1
C103419,34,20,one-year,bank-transfer,yes,no,8.54,0,0,1,14,1,76.83,1635.31,0
C103420,27,37,month-to-month,credit-card,yes,no,52.3,0,0,1,12,2,92.07,3486.66,1
C103421,53,57,month-to-month,electronic-check,no,no,48.71,1,0,1,16,0,45.47,2687.98,0
C103422,40,43,month-to-month,credit-card,yes,no,22.83,0,1,0,18,0,56.67,2437.64,0
C103423,69,27,month-to-month,credit-card,yes,no,11.35,3,3,0,17,1,64.98,1806.41,1
C103424,35,44,one-year,credit-card,yes,no,4.81,1,0,1,11,1,76.68,,1
C103425,63,71,one-year,bank-transfer,yes,no,78.97,1,0,0,17,2,63.6,4611.89,0
C103426,37,35,two-year,electronic-check,yes,no,8.12,0,0,0,12,1,62.41,2230.57,0
C103427,55,64,month-to-month,credit-card,yes,no,12.12,0,0,0,15,0,75.86,4906.93,1
C103428,59,56,month-to-month,bank-transfer,yes,no,13.79,0,0,0,16,1,61.23,3498.1,0
C103429,27,21,month-to-month,bank-transfer,no,no,11.16,0,1,1,9,0,29.38,576.91,0
C103430,33,18,two-year,electronic-check,yes,no,21.44,1,0,0,13,1,53.65,1019.98,0
C103431,27,56,month-to-month,electronic-check,yes,no,73.1,1,0,0,19,1,56.98,3257.65,0
C103432,24,15,month-to-month,electronic-check,yes,no,19.13,0,0,1,12,1,51.9,803.53,0
C103433,47,24,one-year,mailed-check,yes,no,26.57,0,0,0,18,0,60.5,1512.01,0
C103434,37,17,month-to-month,mailed-check,no,no,32.72,0,0,1,23,0,71.55,1288.03,0
C103435,40,44,month-to-month,credit-card,no,no,38.19,0,0,0,15,1,81.57,3618.54,0
C103436,46,21,month-to-month,electronic-check,no,yes,22.85,2,0,2,15,0,74.0,1625.61,1
C103437,18,48,one-year,electronic-check,yes,yes,10.35,0,0,1,14,2,61.18,2948.02,0
C103438,54,68,one-year,electronic-check,yes,no,32.98,2,1,0,22,1,64.09,4398.86,0
C103439,35,60,month-to-month,electronic-check,no,yes,59.53,1,1,0,12,2,72.02,4374.78,0
C103440,45,69,one-year,mailed-check,no,no,13.25,1,0,0,12,0,91.89,6484.99,1
C103441,46,1,month-to-month,bank-transfer,yes,no,27.6,0,0,2,19,1,70.28,170.55,0
C103442,55,33,month-to-month,credit-card,yes,no,33.85,0,1,1,17,3,86.11,2981.17,0
C103443,38,16,two-year,electronic-check,yes,no,15.68,0,0,2,14,0,46.09,762.24,0
C103444,18,67,one-year,electronic-check,yes,no,37.98,0,0,1,12,3,105.16,7141.08,0
C103445,40,51,two-year,bank-transfer,yes,yes,46.06,2,0,1,8,0,43.78,2285.71,1
C103446,41,23,one-year,electronic-check,yes,no,27.61,0,1,3,11,0,60.72,1460.67,0
C103447,27,41,month-to-month,bank-transfer,no,yes,37.04,0,1,0,14,2,76.73,3261.86,0
C103448,41,44,month-to-month,bank-transfer,yes,yes,19.18,2,0,2,9,3,78.13,3539.41,1
C103449,35,36,month-to-month,credit-card,no,no,7.74,0,0,0,10,2,95.3,3558.13,1
C103450,23,34,month-to-month,electronic-check,yes,no,10.05,0,0,0,14,0,63.14,2199.92,0
C103451,47,4,month-to-month,credit-card,yes,no,66.89,1,0,0,20,0,72.31,388.17,1
C103452,32,33,month-to-month,credit-card,no,no,46.38,0,0,0,11,1,56.62,1908.04,0
C103453,34,25,month-to-month,electronic-check,yes,yes,9.47,2,0,1,14,2,90.11,2426.66,0
C103454,33,59,two-year,mailed-check,yes,no,8.68,0,0,1,15,1,82.34,4929.4,0
C103455,54,63,month-to-month,mailed-check,yes,no,33.5,1,0,3,21,1,70.08,4489.95,1
C103456,39,54,month-to-month,electronic-check,yes,no,102.56,1,0,1,19,1,65.12,3608.57,0
C103457,40,2,one-year,credit-card,no,no,23.4,0,1,0,17,1,54.83,248.62,0
C103458,34,61,one-year,electronic-check,no,yes,11.63,0,0,2,18,2,75.66,4728.49,0
C103459,45,28,month-to-month,electronic-check,no,yes,39.47,0,0,0,20,2,70.98,2028.71,1
C103460,55,30,one-year,electronic-check,yes,no,50.92,0,3,0,13,1,63.3,1999.72,1
C103461,47,68,one-year,bank-transfer,no,no,33.52,2,0,1,15,0,63.38,4317.35,0
C103462,47,63,two-year,credit-card,yes,no,30.3,0,0,1,12,1,68.84,4387.5,0
C103463,46,3,month-to-month,bank-transfer,yes,yes,9.32,1,1,0,11,1,61.98,220.95,0
C103464,22,26,month-to-month,bank-transfer,no,yes,39.97,0,0,0,12,0,53.67,1434.46,0
C103465,28,54,one-year,electronic-check,yes,no,33.94,1,0,1,16,1,45.98,2556.07,0
C103466,37,39,month-to-month,bank-transfer,yes,no,16.98,2,0,0,19,1,59.61,2422.8,0
C103467,30,18,one-year,mailed-check,no,no,7.03,2,0,2,13,1,49.78,989.61,0
C103468,26,38,one-year,mailed-check,yes,yes,15.85,0,0,2,16,1,58.74,2273.07,0
C103469,18,63,one-year,bank-transfer,yes,no,22.14,0,0,1,10,1,70.77,4478.37,1
C103470,23,16,two-year,credit-card,yes,no,35.48,1,1,0,20,1,44.07,766.24,0
C103471,36,54,one-year,bank-transfer,no,no,39.83,1,0,1,10,1,62.16,3426.47,0
C103472,38,53,two-year,bank-transfer,yes,no,20.54,1,0,2,18,3,84.2,4483.31,0
C103473,29,64,one-year,mailed-check,yes,yes,19.28,1,0,2,11,0,38.11,2464.23,0
C103474,40,21,month-to-month,electronic-check,yes,no,44.53,0,0,1,17,3,81.45,1755.79,0
C103475,34,15,one-year,mailed-check,yes,no,28.32,0,0,0,11,2,63.48,940.77,0
C103476,52,39,one-year,bank-transfer,yes,no,33.66,0,0,0,20,1,77.8,3117.64,1
C103477,37,38,two-year,bank-transfer,no,no,17.11,0,1,1,15,2,63.69,2461.39,0
C103478,47,29,month-to-month,bank-transfer,no,yes,43.95,0,0,1,16,1,56.47,1672.15,0
C103479,41,56,month-to-month,electronic-check,no,no,13.86,0,0,1,15,0,66.28,3780.77,0
C103480,22,58,two-year,electronic-check,no,no,72.82,1,1,0,14,1,64.21,3719.89,0
C103481,38,17,month-to-month,electronic-check,yes,yes,8.41,0,0,1,21,2,85.14,1493.31,0
C103482,24,58,one-year,bank-transfer,yes,no,23.28,0,1,1,21,1,67.15,3970.1,1
C103483,38,16,month-to-month,credit-card,yes,no,7.79,1,0,2,10,2,81.93,1411.84,0
C103484,30,29,month-to-month,mailed-check,yes,no,32.08,0,0,1,20,2,86.32,2636.72,1
C103485,44,1,month-to-month,bank-transfer,no,yes,47.61,0,0,1,10,0,73.55,154.33,0
C103486,23,24,two-year,bank-transfer,yes,yes,33.78,0,0,0,17,2,38.71,987.93,0
C103487,39,69,month-to-month,electronic-check,no,no,16.41,3,0,1,14,0,64.34,4506.64,1
C103488,46,32,one-year,electronic-check,yes,no,7.78,0,0,1,11,3,78.26,2613.09,0
C103489,50,51,one-year,electronic-check,yes,no,16.28,0,0,1,17,0,41.79,2132.77,0
C103490,30,7,one-year,credit-card,no,no,34.42,4,2,1,14,0,55.4,418.36,1
C103491,39,46,month-to-month,electronic-check,yes,no,10.1,0,0,0,15,0,54.59,2562.07,0
C103492,41,27,month-to-month,mailed-check,yes,no,5.46,1,0,1,9,3,59.26,1658.76,1
C103493,58,54,two-year,mailed-check,yes,no,18.93,0,0,0,13,1,49.33,2669.42,0
C103494,21,67,month-to-month,bank-transfer,yes,no,8.01,1,0,2,19,0,38.53,2563.82,1
C103495,28,38,month-to-month,electronic-check,yes,no,27.43,0,1,1,11,0,46.56,1783.41,0
C103496,73,7,two-year,credit-card,no,no,20.58,1,1,2,18,2,78.3,600.35,1
C103497,36,34,month-to-month,electronic-check,no,no,18.42,0,1,0,16,0,51.54,1815.48,1
C103498,18,8,month-to-month,credit-card,no,yes,78.63,1,0,2,22,2,80.78,654.21,1
C103499,32,32,two-year,bank-transfer,no,no,30.25,0,0,1,16,2,64.73,2216.13,0
C103500,18,4,month-to-month,mailed-check,yes,yes,1.84,0,0,0,12,0,71.48,326.26,1
C103501,42,46,month-to-month,bank-transfer,no,no,71.83,1,1,0,13,1,64.88,2992.12,0
C103502,49,22,month-to-month,bank-transfer,yes,no,23.14,1,1,1,17,2,84.21,1889.14,1
C103503,28,14,one-year,electronic-check,yes,no,17.11,0,0,2,5,0,56.78,846.34,0
C103504,33,1,two-year,bank-transfer,no,no,26.13,1,0,0,16,3,67.94,102.36,0
C103505,50,64,one-year,bank-transfer,yes,no,8.74,0,0,0,15,0,81.54,5292.68,0
C103506,18,61,two-year,bank-transfer,yes,no,20.03,4,0,1,13,1,76.29,4715.61,1
C103507,23,59,month-to-month,bank-transfer,no,no,43.1,0,0,0,16,1,62.19,3734.7,0
C103508,36,4,one-year,bank-transfer,yes,no,17.89,2,0,0,15,0,67.13,331.1,0
C103509,30,25,month-to-month,mailed-check,yes,no,14.8,0,0,2,16,0,55.7,1462.09,0
C103510,35,70,two-year,electronic-check,yes,no,12.46,1,0,0,14,2,69.19,4969.63,0
C103511,24,42,two-year,electronic-check,yes,no,38.83,1,0,1,21,1,59.67,2551.45,0
C103512,42,9,month-to-month,bank-transfer,yes,no,27.84,0,0,0,10,1,64.5,607.87,0
C103513,37,10,two-year,electronic-check,yes,no,71.95,1,0,2,22,0,63.07,725.61,0
C103514,46,19,one-year,electronic-check,yes,no,64.91,3,0,0,19,2,84.62,1705.65,1
C103515,41,70,month-to-month,credit-card,yes,no,18.81,1,0,0,14,2,78.99,5603.91,0
C103516,41,12,one-year,electronic-check,yes,no,33.05,0,0,0,8,1,66.05,864.69,0
C103517,22,65,two-year,electronic-check,yes,no,16.58,0,1,0,15,0,40.36,2644.2,0
C103518,45,49,month-to-month,credit-card,yes,yes,14.7,0,0,0,14,0,60.68,3080.65,0
C103519,35,67,month-to-month,bank-transfer,yes,no,13.97,0,0,0,21,0,47.03,3230.89,0
C103520,37,60,two-year,bank-transfer,yes,yes,12.83,0,0,2,13,1,47.73,2920.43,0
C103521,52,24,month-to-month,mailed-check,yes,yes,43.31,0,0,1,14,0,54.49,1350.53,1
C103522,30,60,month-to-month,bank-transfer,no,no,14.57,2,0,0,11,0,49.16,2936.93,1
C103523,55,12,one-year,credit-card,yes,no,16.91,1,0,0,13,0,45.46,617.99,0
C103524,56,21,one-year,electronic-check,yes,no,27.52,1,0,0,13,1,51.91,1145.03,1
C103525,48,15,month-to-month,electronic-check,yes,no,25.84,0,0,3,9,0,59.42,984.77,1
C103526,27,9,month-to-month,electronic-check,yes,no,24.12,2,0,1,15,2,64.86,598.54,1
C103527,18,6,two-year,credit-card,yes,no,48.27,1,1,0,18,0,46.12,317.08,1
C103528,52,13,month-to-month,electronic-check,no,no,14.27,1,1,3,12,0,60.05,832.16,1
C103529,40,8,one-year,mailed-check,no,no,12.79,0,1,4,10,1,61.84,490.87,0
C103530,30,27,two-year,mailed-check,yes,yes,1.01,0,1,1,17,1,66.37,1805.47,1
C103531,53,5,month-to-month,credit-card,yes,no,33.62,0,0,1,10,2,74.77,457.83,1
C103532,29,4,two-year,electronic-check,no,no,32.88,1,0,0,11,2,76.52,473.32,0
C103533,34,72,one-year,mailed-check,yes,no,45.39,2,0,1,15,1,44.23,,0
C103534,45,6,two-year,credit-card,yes,no,18.67,1,0,0,17,0,72.83,445.91,0
C103535,26,5,month-to-month,electronic-check,yes,yes,20.92,0,0,1,25,3,68.13,415.37,0
C103536,38,2,month-to-month,bank-transfer,yes,no,42.12,2,0,2,20,0,67.05,176.12,0
C103537,52,9,one-year,electronic-check,no,yes,16.15,2,1,0,8,0,53.85,561.22,0
C103538,42,38,two-year,electronic-check,yes,yes,22.85,1,0,0,16,1,92.89,3626.84,0
C103539,54,60,two-year,electronic-check,yes,yes,47.7,0,2,0,13,2,75.56,4586.85,0
C103540,53,53,month-to-month,electronic-check,yes,no,32.2,2,2,1,20,3,103.77,5632.72,1
C103541,39,42,month-to-month,electronic-check,no,no,18.17,0,0,1,14,1,38.96,1677.34,0
C103542,18,6,month-to-month,credit-card,yes,no,41.5,0,0,0,16,1,78.7,559.62,1
C103543,26,56,one-year,mailed-check,yes,no,21.39,0,0,0,13,2,72.58,4136.88,0
C103544,48,2,two-year,mailed-check,yes,yes,42.12,0,0,0,27,3,49.97,150.18,0
C103545,20,46,one-year,bank-transfer,no,no,27.79,0,1,1,13,1,59.7,2809.09,0
C103546,35,29,month-to-month,credit-card,yes,no,15.65,1,0,0,12,0,51.7,1597.27,1
C103547,43,64,two-year,electronic-check,yes,no,9.39,2,1,0,20,1,73.45,4805.18,1
C103548,57,22,month-to-month,electronic-check,no,no,37.49,2,0,0,15,1,61.27,1450.36,0
C103549,32,46,month-to-month,electronic-check,no,no,39.94,0,0,2,14,1,48.78,2221.28,0
C103550,31,32,one-year,credit-card,yes,no,51.91,2,0,1,20,0,52.16,1736.49,0
C103551,38,38,month-to-month,credit-card,no,no,34.36,0,1,0,17,1,74.25,2859.1,0
C103552,43,68,one-year,mailed-check,yes,yes,19.84,1,0,0,15,3,81.27,5614.39,0
C103553,37,52,one-year,electronic-check,no,no,27.08,1,0,1,14,1,74.33,3980.92,0
C103554,52,30,month-to-month,mailed-check,no,no,23.82,1,0,4,14,0,26.72,790.42,0
C103555,29,32,month-to-month,bank-transfer,no,no,19.35,0,0,0,15,1,84.55,2798.38,1
C103556,40,51,month-to-month,electronic-check,yes,no,8.47,1,1,1,13,1,63.69,3292.71,1
C103557,44,25,one-year,electronic-check,no,no,9.57,0,2,1,10,2,70.43,1866.23,0
C103558,34,12,month-to-month,electronic-check,no,no,38.34,0,0,2,17,2,90.42,1183.09,1
C103559,49,34,month-to-month,bank-transfer,yes,yes,12.31,1,0,1,16,1,78.6,2740.06,0
C103560,41,4,month-to-month,credit-card,no,no,18.6,3,0,1,10,3,76.56,374.16,1
C103561,48,12,one-year,electronic-check,yes,no,5.66,3,1,0,15,3,62.98,828.79,0
C103562,41,30,month-to-month,credit-card,yes,no,6.1,1,1,1,12,2,57.91,1855.68,0
C103563,44,58,month-to-month,mailed-check,no,no,12.52,0,2,2,8,2,71.15,4207.3,0
C103564,31,57,month-to-month,bank-transfer,yes,yes,37.42,0,1,1,10,1,79.59,4633.88,1
C103565,31,19,month-to-month,credit-card,no,yes,38.84,0,0,1,10,0,63.09,1295.59,0
C103566,54,30,month-to-month,bank-transfer,yes,yes,26.03,1,0,2,16,1,40.91,1262.19,1
C103567,47,11,month-to-month,electronic-check,yes,no,13.83,0,0,1,3,1,93.86,1091.8,0
C103568,27,55,one-year,electronic-check,no,no,55.28,0,0,0,20,0,51.85,2907.46,0
C103569,41,17,month-to-month,credit-card,no,no,18.37,1,0,0,7,0,66.23,1224.09,1
C103570,18,58,month-to-month,bank-transfer,no,no,58.56,2,0,1,14,1,42.23,2488.77,1
C103571,32,61,two-year,electronic-check,yes,yes,,0,1,0,7,1,84.26,5187.69,0
C103572,51,50,month-to-month,bank-transfer,yes,yes,43.4,0,0,1,18,1,73.04,3748.86,0
C103573,37,24,month-to-month,electronic-check,no,no,43.56,0,0,1,12,0,52.3,1369.77,0
C103574,40,69,month-to-month,electronic-check,no,no,4.3,0,0,0,11,3,105.95,7418.28,0
C103575,18,50,month-to-month,credit-card,no,no,9.33,1,1,3,14,0,57.64,2911.28,1
C103576,34,47,month-to-month,mailed-check,yes,no,17.39,0,0,2,16,1,77.11,3738.28,1
C103577,43,62,two-year,electronic-check,yes,no,12.48,2,0,1,15,1,58.48,3716.76,0
C103578,45,64,month-to-month,mailed-check,yes,yes,31.11,2,0,1,18,3,81.42,5312.73,0
C103579,51,5,one-year,credit-card,yes,no,32.83,0,1,1,18,1,87.55,533.86,0
C103580,36,64,two-year,electronic-check,yes,yes,16.22,0,0,2,13,1,69.02,4492.47,0
C103581,37,55,month-to-month,electronic-check,yes,no,14.89,1,3,0,11,1,46.64,2666.02,0
C103582,23,15,one-year,mailed-check,yes,no,41.36,1,1,0,14,0,59.23,,0
C103583,37,22,month-to-month,electronic-check,yes,yes,15.1,2,0,0,16,0,64.25,1475.92,0
C103584,24,54,month-to-month,electronic-check,yes,yes,46.34,0,0,0,15,1,78.02,4305.6,0
C103585,18,15,two-year,electronic-check,no,no,26.51,0,1,1,16,3,117.44,1873.51,1
C103586,26,33,month-to-month,electronic-check,yes,no,,3,0,2,15,1,73.14,2479.93,1
C103587,57,50,two-year,bank-transfer,no,no,10.52,1,1,0,18,1,56.35,2865.9,0
C103588,36,47,one-year,electronic-check,no,yes,35.86,0,0,1,17,0,54.53,2642.42,1
C103589,42,66,month-to-month,mailed-check,no,no,9.15,3,1,0,14,1,77.61,5192.79,1
C103590,33,8,month-to-month,bank-transfer,no,no,35.82,0,0,0,14,1,60.8,545.9,0
C103591,18,21,one-year,electronic-check,no,no,32.74,0,0,1,15,1,68.6,1517.07,0
C103592,50,71,month-to-month,electronic-check,yes,no,33.25,0,0,1,16,2,68.09,4930.07,1
C103593,18,41,month-to-month,credit-card,no,no,32.67,1,0,0,18,0,53.18,2277.73,0
C103594,32,18,month-to-month,bank-transfer,no,no,41.25,0,0,0,19,2,71.08,1328.84,0
C103595,38,21,month-to-month,bank-transfer,yes,no,30.44,0,0,1,11,2,73.39,1633.7,0
C103596,42,24,two-year,mailed-check,no,yes,4.46,0,0,1,14,0,53.61,,0
C103597,30,40,month-to-month,credit-card,yes,no,28.34,0,1,1,14,3,58.79,2416.63,0
C103598,18,20,month-to-month,electronic-check,yes,no,11.69,0,0,1,19,0,70.44,1419.22,0
C103599,29,45,one-year,electronic-check,yes,no,7.06,1,1,3,12,1,78.16,3594.37,0
C103600,30,32,one-year,credit-card,no,no,10.26,0,0,0,7,1,69.42,2297.91,0
C103601,30,44,two-year,electronic-check,yes,no,13.98,0,0,0,15,1,81.83,3727.77,0
C103602,51,11,two-year,bank-transfer,yes,no,33.86,0,1,0,16,1,73.11,920.27,0
C103603,24,45,month-to-month,electronic-check,yes,no,18.55,0,0,2,10,3,89.82,4154.67,1
C103604,43,67,month-to-month,electronic-check,no,no,40.76,1,0,0,18,3,76.59,5292.8,0
C103605,41,9,one-year,bank-transfer,no,no,13.08,5,0,1,17,0,64.89,668.54,1
C103606,51,23,month-to-month,mailed-check,yes,no,19.01,0,1,1,10,0,43.83,1035.41,0
C103607,37,50,one-year,bank-transfer,yes,no,13.57,1,0,3,10,2,68.88,3546.37,0
C103608,48,45,month-to-month,electronic-check,no,no,3.19,1,0,0,11,1,48.71,2236.4,0
C103609,37,49,two-year,electronic-check,yes,no,23.16,0,0,1,15,2,56.7,2850.29,0
C103610,44,40,one-year,bank-transfer,yes,no,94.28,1,1,1,16,1,84.32,3425.4,0
C103611,21,49,one-year,electronic-check,no,no,7.29,0,0,0,21,3,78.87,3925.13,0
C103612,18,44,month-to-month,bank-transfer,no,no,36.01,0,0,0,18,1,59.41,2622.17,0
C103613,44,5,two-year,mailed-check,yes,no,41.45,2,0,2,16,1,53.41,321.3,0
C103614,44,54,one-year,electronic-check,yes,no,24.0,1,1,1,17,0,39.89,2171.27,0
C103615,45,32,two-year,electronic-check,yes,no,8.05,0,0,1,10,0,40.96,1431.65,0
C103616,33,3,two-year,credit-card,no,no,77.23,0,0,0,19,3,84.68,382.23,1
C103617,57,29,month-to-month,mailed-check,no,no,32.34,0,0,1,10,1,27.91,821.78,1
C103618,33,31,month-to-month,electronic-check,yes,no,58.48,0,1,0,16,1,78.93,2499.5,0
C103619,44,6,month-to-month,credit-card,no,no,,0,0,1,11,2,64.93,430.52,0
C103620,46,72,one-year,electronic-check,yes,no,14.49,1,0,1,11,3,85.56,6217.61,1
C103621,60,16,one-year,credit-card,no,no,7.41,1,1,3,14,1,73.89,1223.43,1
C103622,35,24,month-to-month,electronic-check,no,no,44.29,3,0,0,19,2,73.73,1840.86,1
C103623,31,32,two-year,mailed-check,no,no,5.28,0,0,2,18,0,57.9,1888.06,0
C103624,21,60,month-to-month,mailed-check,no,no,20.43,0,0,0,15,0,55.7,,0
C103625,58,54,one-year,electronic-check,yes,no,18.85,2,0,0,16,0,73.56,4090.11,0
C103626,44,56,month-to-month,bank-transfer,yes,yes,3.93,1,2,0,19,0,44.36,2509.48,1
C103627,44,17,month-to-month,electronic-check,yes,no,34.34,0,0,1,10,2,89.83,1597.05,0
C103628,76,61,month-to-month,mailed-check,no,no,30.21,0,0,2,17,1,50.6,3195.07,0
C103629,43,60,one-year,credit-card,yes,no,13.85,0,0,1,8,2,54.81,3408.56,0
C103630,23,33,one-year,bank-transfer,yes,yes,58.41,1,0,2,18,1,51.76,1791.57,1
C103631,37,39,month-to-month,mailed-check,yes,no,4.72,1,0,1,17,1,38.05,1529.94,0
C103632,27,2,month-to-month,electronic-check,yes,yes,2.66,0,0,2,15,0,58.18,149.84,1
C103633,34,55,one-year,electronic-check,yes,yes,24.83,0,0,2,14,1,53.63,3040.19,0
C103634,34,70,month-to-month,credit-card,yes,no,10.26,1,0,0,12,2,77.28,5468.69,1
C103635,32,34,one-year,bank-transfer,yes,no,21.07,0,0,2,16,1,82.9,2851.42,1
C103636,22,39,month-to-month,bank-transfer,yes,no,48.5,1,1,0,16,1,60.59,2408.99,0
C103637,58,36,two-year,mailed-check,yes,no,6.99,1,0,0,9,3,95.87,3508.55,0
C103638,43,6,one-year,mailed-check,no,no,44.65,1,0,0,18,1,76.46,507.02,1
C103639,36,45,month-to-month,electronic-check,yes,no,7.5,2,0,2,13,1,67.36,3147.67,0
C103640,48,52,one-year,electronic-check,no,no,15.97,0,0,1,8,3,81.03,4345.62,0
C103641,45,67,month-to-month,mailed-check,no,no,51.05,1,0,2,13,0,37.87,2550.49,0
C103642,42,67,two-year,electronic-check,yes,no,34.84,0,0,2,12,3,76.47,5176.99,0
C103643,47,35,one-year,electronic-check,yes,no,10.92,0,1,5,14,2,77.16,2747.59,0
C103644,41,70,month-to-month,mailed-check,yes,no,28.12,2,0,0,23,1,86.19,6180.85,1
C103645,47,38,one-year,mailed-check,yes,yes,15.03,0,0,1,15,1,58.58,2338.88,0
C103646,48,46,month-to-month,mailed-check,yes,no,16.66,0,0,0,13,0,70.67,3298.65,0
C103647,41,43,two-year,credit-card,no,no,18.97,1,0,0,15,1,58.53,2613.79,0
C103648,36,72,two-year,bank-transfer,yes,no,31.49,0,1,1,12,1,77.37,5656.87,0
C103649,57,53,one-year,electronic-check,yes,yes,23.68,0,0,1,12,0,46.43,2522.15,0
C103650,33,8,month-to-month,bank-transfer,no,no,19.37,0,1,0,14,1,65.43,610.91,1
C103651,44,5,one-year,mailed-check,yes,no,19.83,1,0,0,15,3,72.17,425.59,0
C103652,44,29,month-to-month,mailed-check,no,yes,26.04,1,2,0,12,1,62.8,1873.58,0
C103653,32,37,month-to-month,credit-card,no,no,22.85,1,0,0,17,0,56.43,2202.28,0
C103654,29,48,two-year,electronic-check,yes,yes,14.53,0,0,0,9,0,56.98,2792.68,1
C103655,35,35,month-to-month,,yes,no,26.58,2,1,0,14,0,47.06,1708.4,1
C103656,33,37,month-to-month,electronic-check,yes,no,29.94,1,0,0,9,0,56.23,2202.57,1
C103657,22,67,month-to-month,electronic-check,no,no,27.1,1,0,0,16,0,60.74,4149.16,0
C103658,31,24,two-year,mailed-check,no,no,40.66,1,0,2,16,2,72.71,1821.31,0
C103659,42,36,two-year,electronic-check,no,no,13.59,1,1,0,15,2,59.12,2174.2,1
C103660,54,40,month-to-month,electronic-check,yes,no,13.08,0,1,1,15,2,65.62,2665.79,0
C103661,46,34,month-to-month,mailed-check,yes,yes,53.73,1,1,4,15,0,70.11,2464.13,0
C103662,18,70,two-year,electronic-check,yes,no,11.32,1,0,0,11,3,70.17,4960.52,0
C103663,47,70,month-to-month,mailed-check,no,no,17.98,1,0,1,18,3,95.46,6768.29,1
C103664,32,37,two-year,electronic-check,yes,no,3.09,0,0,1,15,1,58.55,2162.55,0
C103665,44,32,two-year,mailed-check,yes,no,7.54,0,0,3,19,3,75.31,2501.31,0
C103666,39,42,one-year,mailed-check,yes,yes,16.05,1,0,3,14,2,81.34,3470.29,0
C103667,37,13,month-to-month,mailed-check,yes,no,15.41,3,1,1,12,0,62.57,945.28,1
C103668,38,31,one-year,bank-transfer,no,no,18.49,0,0,0,19,1,81.37,2577.0,0
C103669,39,15,two-year,,no,yes,62.27,1,0,2,19,0,32.78,512.97,0
C103670,55,10,month-to-month,electronic-check,yes,yes,4.27,4,0,2,19,0,60.96,669.4,0
C103671,39,6,two-year,mailed-check,yes,no,21.75,0,1,0,11,2,57.3,388.38,0
C103672,52,42,month-to-month,credit-card,yes,no,19.94,1,1,0,13,1,65.5,2754.93,0
C103673,50,0,two-year,bank-transfer,yes,no,68.93,2,0,0,18,1,57.84,61.12,0
C103674,47,47,one-year,credit-card,yes,no,38.19,0,1,2,14,3,85.25,4110.07,0
C103675,18,31,month-to-month,bank-transfer,yes,no,15.15,1,0,1,10,0,43.09,1368.91,1
C103676,52,26,month-to-month,bank-transfer,yes,no,52.87,1,0,0,19,2,60.81,1634.39,0
C103677,34,56,month-to-month,electronic-check,no,yes,14.17,0,0,0,18,1,49.57,2814.74,0
C103678,48,39,month-to-month,electronic-check,no,no,40.38,1,0,0,22,0,71.07,2815.08,1
C103679,27,53,two-year,bank-transfer,no,no,58.31,1,0,0,14,1,73.66,3956.92,0
C103680,25,51,month-to-month,mailed-check,yes,no,23.72,3,1,1,10,0,71.6,3777.62,0
C103681,63,2,two-year,bank-transfer,yes,no,9.09,1,1,2,14,0,31.98,113.28,0
C103682,28,15,month-to-month,credit-card,yes,no,3.89,1,0,1,14,1,85.79,1403.0,0
C103683,53,41,one-year,electronic-check,yes,no,24.38,0,0,0,14,2,95.69,4001.84,0
C103684,40,71,two-year,mailed-check,yes,no,39.26,0,0,0,11,1,54.26,3941.0,0
C103685,34,11,one-year,credit-card,yes,no,106.84,0,0,0,21,0,65.87,832.38,0
C103686,38,7,two-year,credit-card,no,yes,49.16,1,2,2,11,0,50.4,391.32,0
C103687,23,68,two-year,credit-card,no,no,22.49,0,1,2,11,1,73.74,5179.3,0
C103688,39,70,one-year,bank-transfer,no,yes,8.66,0,0,0,9,0,75.25,5311.74,0
C103689,26,12,one-year,credit-card,yes,no,19.78,1,1,1,19,2,61.49,759.85,0
C103690,34,29,month-to-month,mailed-check,no,no,61.74,2,0,1,12,0,42.89,1259.66,0
C103691,50,45,month-to-month,electronic-check,yes,no,77.21,0,0,0,15,3,82.38,3774.56,0
C103692,42,14,month-to-month,electronic-check,no,no,14.05,1,0,1,19,0,99.46,1519.02,0
C103693,21,23,two-year,mailed-check,yes,no,18.41,2,0,3,12,0,66.19,1565.6,1
C103694,49,28,one-year,credit-card,no,no,55.22,1,0,1,21,0,64.31,1797.14,0
C103695,39,46,one-year,mailed-check,no,no,53.04,1,1,0,17,3,91.5,4281.71,1
C103696,32,22,two-year,bank-transfer,yes,yes,14.55,0,1,0,15,1,78.4,1792.77,0
